n,m,p_max,I,mean,std,min,max
10,2,128,14,1.0,0.0,1.0,1.0
10,2,128,15,1.0,0.0,1.0,1.0
10,2,128,16,1.0,0.0,1.0,1.0
10,2,128,17,1.1354166666666667,0.0,1.1354166666666667,1.1354166666666667
10,2,128,18,1.0,0.0,1.0,1.0
10,2,128,19,1.0,0.0,1.0,1.0
10,2,128,20,1.0,0.0,1.0,1.0
10,2,128,21,1.1372549019607843,0.0,1.1372549019607843,1.1372549019607843
10,2,128,22,1.153061224489796,0.0,1.153061224489796,1.153061224489796
10,2,128,23,4.356564548695063,0.2514108960788189,2.772727272727273,4.545454545454546
10,2,128,24,1.0,0.0,1.0,1.0
10,2,128,25,2.2411923076923075,0.19652833407596607,1.775,2.55
10,2,128,26,1.0,0.0,1.0,1.0
10,2,128,27,1.0,0.0,1.0,1.0
10,2,128,28,1.0,0.0,1.0,1.0
10,2,128,29,2.6222222222222222,0.0,2.6222222222222222,2.6222222222222222
10,2,128,30,2.1132075471698113,0.0,2.1132075471698113,2.1132075471698113
10,2,128,31,1.0543853211009175,0.19589558669211343,1.0,1.76
10,2,128,32,1.0,0.0,1.0,1.0
10,2,128,33,1.0,0.0,1.0,1.0
10,2,128,34,1.0,0.0,1.0,1.0
10,2,128,35,2.0,0.0,2.0,2.0
10,2,128,36,3.9962266411116354,0.9700423228875034,1.625,7.25
10,2,128,37,1.0,0.0,1.0,1.0
10,2,128,38,1.0,0.0,1.0,1.0
10,2,128,39,1.107843137254902,0.0,1.107843137254902,1.107843137254902
10,2,128,40,1.8524590163934427,0.0,1.8524590163934427,1.8524590163934427
10,2,128,41,1.0,0.0,1.0,1.0
10,2,128,42,1.0,0.0,1.0,1.0
10,2,128,43,1.5535714285714286,0.0,1.5535714285714286,1.5535714285714286
10,2,128,44,1.0,0.0,1.0,1.0
10,2,128,45,1.0,0.0,1.0,1.0
10,2,128,46,2.3404255319148937,0.0,2.3404255319148937,2.3404255319148937
10,2,128,47,1.4339622641509433,0.0,1.4339622641509433,1.4339622641509433
10,2,128,48,1.108695652173913,0.0,1.108695652173913,1.108695652173913
10,2,128,49,1.0,0.0,1.0,1.0
10,2,128,50,1.0,0.0,1.0,1.0
10,2,128,51,1.3636363636363635,0.0,1.3636363636363635,1.3636363636363635
10,2,128,52,1.0,0.0,1.0,1.0
10,2,128,53,2.251061865189288,0.2502746023819525,1.5368421052631578,2.789473684210526
10,2,128,54,1.0,0.0,1.0,1.0
10,2,128,55,1.0,0.0,1.0,1.0
10,2,128,56,1.0091743119266054,0.0,1.0091743119266054,1.0091743119266054
10,2,128,57,1.0,0.0,1.0,1.0
10,2,128,58,1.0,0.0,1.0,1.0
10,2,128,59,1.103448275862069,0.0,1.103448275862069,1.103448275862069
10,2,128,60,2.7083333333333335,0.0,2.7083333333333335,2.7083333333333335
10,2,128,61,1.0,0.0,1.0,1.0
10,2,128,62,1.8270440251572322,0.10143625631871482,1.380952380952381,1.9523809523809523
10,2,128,63,3.2857142857142856,0.0,3.2857142857142856,3.2857142857142856
10,2,128,64,1.8235294117647058,0.0,1.8235294117647058,1.8235294117647058
10,2,128,65,1.0,0.0,1.0,1.0
10,2,128,66,1.0,0.0,1.0,1.0
10,2,128,67,1.0,0.0,1.0,1.0
10,2,128,68,1.0,0.0,1.0,1.0
10,2,128,69,1.0,0.0,1.0,1.0
10,2,128,70,1.0,0.0,1.0,1.0
10,2,128,71,1.0,0.0,1.0,1.0
10,2,128,72,1.0,0.0,1.0,1.0
10,2,128,73,1.0,0.0,1.0,1.0
10,2,128,74,1.0,0.0,1.0,1.0
10,2,128,75,1.2857142857142858,0.0,1.2857142857142858,1.2857142857142858
10,2,128,76,1.0,0.0,1.0,1.0
10,2,128,77,1.0,0.0,1.0,1.0
10,2,128,78,1.096774193548387,0.0,1.096774193548387,1.096774193548387
10,2,128,79,1.0,0.0,1.0,1.0
10,2,128,80,1.0,0.0,1.0,1.0
10,2,128,81,1.0,0.0,1.0,1.0
10,2,128,82,1.0,0.0,1.0,1.0
10,2,128,83,1.0,0.0,1.0,1.0
10,2,128,84,1.0,0.0,1.0,1.0
10,2,128,85,1.0,0.0,1.0,1.0
10,2,128,86,1.0,0.0,1.0,1.0
10,2,128,87,1.0,0.0,1.0,1.0
10,2,128,88,1.5,0.0,1.5,1.5
10,2,128,89,1.0,0.0,1.0,1.0
10,2,128,90,1.0,0.0,1.0,1.0
10,2,128,91,3.66,0.26870057685088805,3.28,4.04
10,2,128,92,1.0,0.0,1.0,1.0
10,2,128,93,1.3604651162790697,0.0,1.3604651162790697,1.3604651162790697
10,2,128,94,1.0,0.0,1.0,1.0
10,2,128,95,1.0,0.0,1.0,1.0
10,2,128,96,1.0,0.0,1.0,1.0
10,2,128,97,1.1304347826086956,0.0,1.1304347826086956,1.1304347826086956
10,2,128,98,1.4915254237288136,0.0,1.4915254237288136,1.4915254237288136
10,2,128,99,1.0,0.0,1.0,1.0
10,4,128,0,1.0,0.0,1.0,1.0
10,4,128,1,1.0,0.0,1.0,1.0
10,4,128,2,1.04,0.0,1.04,1.04
10,4,128,3,2.449552845528455,0.5032786844276439,1.325,3.925
10,4,128,4,3.5,0.0,3.5,3.5
10,4,128,5,3.75,0.0,3.75,3.75
10,4,128,6,1.0,0.0,1.0,1.0
10,4,128,7,2.0408163265306123,0.0,2.0408163265306123,2.0408163265306123
10,4,128,8,2.6538461538461537,0.0,2.6538461538461537,2.6538461538461537
10,4,128,9,1.0,0.0,1.0,1.0
10,4,128,10,3.0554807083610727,1.1497016102642905,1.0,7.769230769230769
10,4,128,11,1.0,0.0,1.0,1.0
10,4,128,12,4.214285714285714,0.0,4.214285714285714,4.214285714285714
10,4,128,13,4.37037037037037,0.0,4.37037037037037,4.37037037037037
10,4,128,14,1.1,0.0,1.1,1.1
10,4,128,15,1.064516129032258,0.0,1.064516129032258,1.064516129032258
10,4,128,16,1.0,0.0,1.0,1.0
10,4,128,17,2.6812417753319866,0.926977608112403,1.0,5.846153846153846
10,4,128,18,3.32,0.0,3.32,3.32
10,4,128,19,1.5308582449373198,0.1273066965806449,1.1764705882352942,1.7941176470588236
10,4,128,20,2.347826086956522,0.0,2.347826086956522,2.347826086956522
10,4,128,21,3.56,0.0,3.56,3.56
10,4,128,22,1.8543589743589743,0.4131169504234281,1.28,2.68
10,4,128,23,1.7692307692307692,0.0,1.7692307692307692,1.7692307692307692
10,4,128,24,1.0,0.0,1.0,1.0
10,4,128,25,1.0,0.0,1.0,1.0
10,4,128,26,1.8478260869565217,0.0,1.8478260869565217,1.8478260869565217
10,4,128,27,1.4052631578947368,0.0945417093705788,1.2894736842105263,1.5789473684210527
10,4,128,28,4.91578947368421,0.0,4.91578947368421,4.91578947368421
10,4,128,29,1.7487179487179485,0.32689039555099303,1.0,2.6
10,4,128,30,2.702127659574468,0.0,2.702127659574468,2.702127659574468
10,4,128,31,1.2799024918743225,0.18227308024666258,1.0,1.9153846153846155
10,4,128,32,3.037890625,0.800947423053126,1.03125,4.95
10,4,128,33,2.5261420594727957,0.4310292548307628,1.0,3.764705882352941
10,4,128,34,2.458823529411765,0.0,2.458823529411765,2.458823529411765
10,4,128,35,1.1584,0.024278385448789637,1.1,1.2
10,4,128,36,1.1282051282051282,0.0,1.1282051282051282,1.1282051282051282
10,4,128,37,1.0,0.0,1.0,1.0
10,4,128,38,1.9565217391304348,0.0,1.9565217391304348,1.9565217391304348
10,4,128,39,1.0,0.0,1.0,1.0
10,4,128,40,1.6271186440677967,0.0,1.6271186440677967,1.6271186440677967
10,4,128,41,2.44,0.0,2.44,2.44
10,4,128,42,1.4464285714285714,0.0,1.4464285714285714,1.4464285714285714
10,4,128,43,1.072072072072072,0.0,1.072072072072072,1.072072072072072
10,4,128,44,5.034136546184712,0.5055199779544343,2.8666666666666667,5.666666666666667
10,4,128,45,1.0,0.0,1.0,1.0
10,4,128,46,1.0,0.0,1.0,1.0
10,4,128,47,9.0,0.0,9.0,9.0
10,4,128,48,1.0,0.0,1.0,1.0
10,4,128,49,1.0,0.0,1.0,1.0
10,4,128,50,1.0,0.0,1.0,1.0
10,4,128,51,1.0,0.0,1.0,1.0
10,4,128,52,1.0,0.0,1.0,1.0
10,4,128,53,1.0,0.0,1.0,1.0
10,4,128,54,1.0,0.0,1.0,1.0
10,4,128,55,2.973684210526316,0.0,2.973684210526316,2.973684210526316
10,4,128,56,1.0,0.0,1.0,1.0
10,4,128,57,1.0,0.0,1.0,1.0
10,4,128,58,1.3895740365111562,0.11117758636783256,1.0705882352941176,1.7058823529411764
10,4,128,59,1.25,0.0,1.25,1.25
10,4,128,60,1.0,0.0,1.0,1.0
10,4,128,61,3.0416666666666665,0.0,3.0416666666666665,3.0416666666666665
10,4,128,62,4.7,0.0,4.7,4.7
10,4,128,63,1.0,0.0,1.0,1.0
10,4,128,64,2.1092867231638412,0.8195728138294719,1.0,5.058333333333334
10,4,128,65,1.8285714285714285,0.0,1.8285714285714285,1.8285714285714285
10,4,128,66,3.4615384615384617,0.0,3.4615384615384617,3.4615384615384617
10,4,128,67,4.799999999999999,2.5657242986085995,1.0,12.4
10,4,128,68,1.0,0.0,1.0,1.0
10,4,128,69,3.5058823529411764,0.6820147911278653,2.6705882352941175,4.341176470588235
10,4,128,70,3.5709474750352155,0.7417231364283117,1.0,5.647058823529412
10,4,128,71,3.7,0.9859006035092991,2.8,5.5
10,4,128,72,1.0,0.0,1.0,1.0
10,4,128,73,3.685782312925169,0.33330595241330535,2.238095238095238,4.095238095238095
10,4,128,74,1.75,0.0,1.75,1.75
10,4,128,75,3.553807692307688,0.5463189651986285,1.76,4.7
10,4,128,76,1.95,0.0,1.95,1.95
10,4,128,77,1.0,0.0,1.0,1.0
10,4,128,78,2.26,0.11430952132988165,2.12,2.4
10,4,128,79,1.0,0.0,1.0,1.0
10,4,128,80,2.9707859848484826,1.1041071255862847,1.0,8.407692307692308
10,4,128,81,1.0,0.0,1.0,1.0
10,4,128,82,1.0,0.0,1.0,1.0
10,4,128,83,1.7868852459016393,0.0,1.7868852459016393,1.7868852459016393
10,4,128,84,2.6842105263157894,0.0,2.6842105263157894,2.6842105263157894
10,4,128,85,2.0071428571428576,0.36261287241091605,1.3357142857142856,2.6785714285714284
10,4,128,86,2.772727272727273,0.0,2.772727272727273,2.772727272727273
10,4,128,87,1.4588235294117649,0.10814574300500138,1.3058823529411765,1.611764705882353
10,4,128,88,1.0666666666666667,0.0,1.0666666666666667,1.0666666666666667
10,4,128,89,1.0,0.0,1.0,1.0
10,4,128,90,1.0,0.0,1.0,1.0
10,4,128,91,4.541666666666667,0.0,4.541666666666667,4.541666666666667
10,4,128,92,1.0,0.0,1.0,1.0
10,4,128,93,1.0,0.0,1.0,1.0
10,4,128,94,5.4,0.0,5.4,5.4
10,4,128,95,1.0256410256410255,0.0,1.0256410256410255,1.0256410256410255
10,4,128,96,1.0,0.0,1.0,1.0
10,4,128,97,4.846153846153846,0.0,4.846153846153846,4.846153846153846
10,4,128,98,3.36,0.0,3.36,3.36
10,4,128,99,1.4838709677419355,0.0,1.4838709677419355,1.4838709677419355
10,6,128,0,1.0,0.0,1.0,1.0
10,6,128,1,3.8266666666666667,1.2239825706820067,1.0,5.24
10,6,128,2,2.4,0.0,2.4,2.4
10,6,128,3,1.05,0.0,1.05,1.05
10,6,128,4,3.5,0.0,3.5,3.5
10,6,128,5,1.2468253968253973,0.07339446362982162,1.0,1.4
10,6,128,6,1.0,0.0,1.0,1.0
10,6,128,7,1.0,0.0,1.0,1.0
10,6,128,8,3.442105263157895,0.0,3.442105263157895,3.442105263157895
10,6,128,9,2.5999999999999988,0.2736669819712941,1.8,3.0
10,6,128,10,1.0,0.0,1.0,1.0
10,6,128,11,2.21875,0.19902104160113324,1.975,2.4625
10,6,128,12,3.9913866095228165,0.7279150824943461,1.5368421052631578,5.842105263157895
10,6,128,13,2.7804878048780486,0.0,2.7804878048780486,2.7804878048780486
10,6,128,14,3.78125,0.32115108723672925,3.225,4.3375
10,6,128,15,2.0,0.0,2.0,2.0
10,6,128,16,1.0,0.0,1.0,1.0
10,6,128,17,1.6346153846153846,0.0,1.6346153846153846,1.6346153846153846
10,6,128,18,3.6785714285714284,0.0,3.6785714285714284,3.6785714285714284
10,6,128,19,1.175,0.017677669529663688,1.15,1.2
10,6,128,20,1.25,0.0,1.25,1.25
10,6,128,21,3.614285714285714,0.25476447227489907,3.323809523809524,3.9047619047619047
10,6,128,22,1.0,0.0,1.0,1.0
10,6,128,23,1.331578947368421,0.0386761538334186,1.2842105263157895,1.3789473684210527
10,6,128,24,1.0,0.0,1.0,1.0
10,6,128,25,2.5285714285714285,0.0,2.5285714285714285,2.5285714285714285
10,6,128,26,3.2962962962962963,0.0,3.2962962962962963,3.2962962962962963
10,6,128,27,3.7616788321167878,0.6968751570636927,1.9222222222222223,5.1722222222222225
10,6,128,28,1.0,0.0,1.0,1.0
10,6,128,29,1.5967369736165202,0.6333785794671091,1.0,4.545454545454546
10,6,128,30,1.0,0.0,1.0,1.0
10,6,128,31,1.3200000000000003,0.13856406460551018,1.0,1.56
10,6,128,32,9.4,2.2135943621178655,6.6,13.6
10,6,128,33,1.3478260869565217,0.0,1.3478260869565217,1.3478260869565217
10,6,128,34,1.9365393448994748,0.5168349536898237,1.0,4.076923076923077
10,6,128,35,1.0,0.0,1.0,1.0
10,6,128,36,1.4019255693390118,0.4283702024680512,1.0,2.963636363636364
10,6,128,37,1.0,0.0,1.0,1.0
10,6,128,38,1.7525175207515262,0.7718453078168105,1.0,5.590909090909091
10,6,128,39,1.0,0.0,1.0,1.0
10,6,128,40,1.0,0.0,1.0,1.0
10,6,128,41,1.0,0.0,1.0,1.0
10,6,128,42,2.522000726546185,0.8350140808420812,1.0,6.046153846153846
10,6,128,43,1.0,0.0,1.0,1.0
10,6,128,44,1.5802650957290136,0.20698351800601905,1.1428571428571428,2.142857142857143
10,6,128,45,3.12,0.0,3.12,3.12
10,6,128,46,1.0,0.0,1.0,1.0
10,6,128,47,1.872340425531915,0.0,1.872340425531915,1.872340425531915
10,6,128,48,1.0,0.0,1.0,1.0
10,6,128,49,3.478757763975155,1.1682662439457816,1.0,8.071428571428571
10,6,128,50,2.3666666666666667,0.0,2.3666666666666667,2.3666666666666667
10,6,128,51,2.5428571428571427,0.0,2.5428571428571427,2.5428571428571427
10,6,128,52,1.0,0.0,1.0,1.0
10,6,128,53,2.566666666666667,0.4431202495435699,2.2533333333333334,3.506666666666667
10,6,128,54,1.0,0.0,1.0,1.0
10,6,128,55,5.079999999999999,0.6065858071727482,4.06,6.1
10,6,128,56,2.4,0.1905158688831361,2.1666666666666665,2.6333333333333333
10,6,128,57,1.425,0.0,1.425,1.425
10,6,128,58,3.977777777777778,0.3039181717897647,3.6055555555555556,4.35
10,6,128,59,2.6769230769230767,0.0,2.6769230769230767,2.6769230769230767
10,6,128,60,1.0,0.0,1.0,1.0
10,6,128,61,1.0,0.0,1.0,1.0
10,6,128,62,1.05,0.0,1.05,1.05
10,6,128,63,2.5428571428571427,0.12121830534626529,2.3714285714285714,2.7142857142857144
10,6,128,64,3.4214285714285713,1.381269169622792,1.0,5.8428571428571425
10,6,128,65,4.52,0.762102355330306,2.32,5.4
10,6,128,66,1.1250000000000002,0.03535533905932739,1.05,1.2
10,6,128,67,2.07777416205662,0.7706541319311301,1.0,5.0
10,6,128,68,3.45,0.0,3.45,3.45
10,6,128,69,1.0147058823529411,0.0,1.0147058823529411,1.0147058823529411
10,6,128,70,4.384615384615385,0.7568230077691597,3.5384615384615383,5.230769230769231
10,6,128,71,1.0,0.0,1.0,1.0
10,6,128,72,1.0,0.0,1.0,1.0
10,6,128,73,2.389418363499258,0.7665179764217483,1.0,4.984615384615385
10,6,128,74,2.6077355836849523,0.3834230468090438,1.2555555555555555,3.5555555555555554
10,6,128,75,1.0,0.0,1.0,1.0
10,6,128,76,5.166666666666667,0.0,5.166666666666667,5.166666666666667
10,6,128,77,1.0,0.0,1.0,1.0
10,6,128,78,1.0,0.0,1.0,1.0
10,6,128,79,8.082387190684129,2.4796396193664902,2.6,15.4
10,6,128,80,1.0,0.0,1.0,1.0
10,6,128,81,1.8353829557713042,0.32469758405367377,1.0,2.7066666666666666
10,6,128,82,4.6521739130434785,0.0,4.6521739130434785,4.6521739130434785
10,6,128,83,1.0784999999999998,0.02806688440137237,1.02,1.14
10,6,128,84,1.8333333333333333,0.0,1.8333333333333333,1.8333333333333333
10,6,128,85,1.1527777777777781,0.053763411691673646,1.03125,1.28125
10,6,128,86,1.0,0.0,1.0,1.0
10,6,128,87,1.0,0.0,1.0,1.0
10,6,128,88,2.7916666666666665,0.0,2.7916666666666665,2.7916666666666665
10,6,128,89,1.135496957403651,0.041865654037627396,1.0470588235294118,1.2352941176470589
10,6,128,90,1.0,0.0,1.0,1.0
10,6,128,91,1.0,0.0,1.0,1.0
10,6,128,92,1.0,0.0,1.0,1.0
10,6,128,93,1.3610389610389615,0.1692967273993658,1.0,2.0285714285714285
10,6,128,94,1.0,0.0,1.0,1.0
10,6,128,95,1.9839285714285697,0.5583745030703848,1.0642857142857143,3.3285714285714287
10,6,128,96,1.0,0.0,1.0,1.0
10,6,128,97,1.2,0.12649110640673517,1.0,1.4
10,6,128,98,1.0,0.0,1.0,1.0
10,6,128,99,1.0810810810810811,0.0,1.0810810810810811,1.0810810810810811
10,8,128,0,2.2157894736842114,0.26641941717856027,1.5210526315789474,2.736842105263158
10,8,128,1,4.379310344827586,0.0,4.379310344827586,4.379310344827586
10,8,128,2,5.0,0.0,5.0,5.0
10,8,128,3,3.3205778717406624,0.7056630850331218,1.4333333333333333,4.9
10,8,128,4,1.0,0.0,1.0,1.0
10,8,128,5,1.6090909090909096,0.4111061474398186,1.0,2.8
10,8,128,6,1.0,0.0,1.0,1.0
10,8,128,7,1.0,0.0,1.0,1.0
10,8,128,8,4.407407407407407,0.0,4.407407407407407,4.407407407407407
10,8,128,9,2.571080139372823,0.46848397038903977,1.3,4.0
10,8,128,10,1.8077777777777764,0.3864063619341818,1.0266666666666666,2.92
10,8,128,11,1.0,0.0,1.0,1.0
10,8,128,12,1.205678571428572,0.17464858667201008,1.0,1.975
10,8,128,13,2.183673469387755,0.0,2.183673469387755,2.183673469387755
10,8,128,14,1.830867270735835,0.7409189875924355,1.0,6.036363636363636
10,8,128,15,1.5061256671518661,0.3775289120967651,1.0,3.05
10,8,128,16,1.173913043478261,0.0,1.173913043478261,1.173913043478261
10,8,128,17,1.0,0.0,1.0,1.0
10,8,128,18,2.844705797380584,0.14691833493480028,2.172727272727273,2.9545454545454546
10,8,128,19,4.653846153846154,0.0,4.653846153846154,4.653846153846154
10,8,128,20,1.0,0.0,1.0,1.0
10,8,128,21,1.0971599999999992,0.12875921093265524,1.0,1.7
10,8,128,22,2.1470588235294117,0.18731392150694892,1.9176470588235295,2.376470588235294
10,8,128,23,1.0,0.0,1.0,1.0
10,8,128,24,2.6533333333333338,0.5942041051006955,1.4133333333333333,3.8933333333333335
10,8,128,25,4.64,0.0,4.64,4.64
10,8,128,26,1.0,0.0,1.0,1.0
10,8,128,27,2.638461538461539,0.896699490825046,1.0,4.276923076923077
10,8,128,28,1.0,0.0,1.0,1.0
10,8,128,29,3.054054054054054,0.0,3.054054054054054,3.054054054054054
10,8,128,30,1.0,0.0,1.0,1.0
10,8,128,31,1.065217391304348,0.0,1.065217391304348,1.065217391304348
10,8,128,32,1.5287234042553195,0.1509701537542479,1.175,1.7875
10,8,128,33,5.414285714285715,0.4813076027681314,3.942857142857143,5.904761904761905
10,8,128,34,1.0,0.0,1.0,1.0
10,8,128,35,1.0,0.0,1.0,1.0
10,8,128,36,1.0,0.0,1.0,1.0
10,8,128,37,1.0857142857142856,0.04237827706911807,1.0285714285714285,1.1714285714285715
10,8,128,38,2.2255244755244807,0.6497444302822529,1.0,4.771428571428571
10,8,128,39,1.0,0.0,1.0,1.0
10,8,128,40,4.0,0.0,4.0,4.0
10,8,128,41,1.46,0.4114365078599613,1.0,1.92
10,8,128,42,3.4347826086956523,0.0,3.4347826086956523,3.4347826086956523
10,8,128,43,2.655461083227208,0.7608958206840788,1.0,5.564285714285714
10,8,128,44,1.0,0.0,1.0,1.0
10,8,128,45,2.9302325581395348,0.0,2.9302325581395348,2.9302325581395348
10,8,128,46,1.09,0.00816496580927726,1.08,1.1
10,8,128,47,1.8,0.0,1.8,1.8
10,8,128,48,1.5066666666666666,0.1682668282526181,1.2533333333333334,1.8866666666666667
10,8,128,49,1.0,0.0,1.0,1.0
10,8,128,50,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335
10,8,128,51,2.5,0.0,2.5,2.5
10,8,128,52,4.131578947368422,0.5707949432408042,2.789473684210526,5.473684210526316
10,8,128,53,4.68,0.0,4.68,4.68
10,8,128,54,1.2,0.0,1.2,1.2
10,8,128,55,1.2,0.027216552697590865,1.1666666666666667,1.2333333333333334
10,8,128,56,1.0,0.0,1.0,1.0
10,8,128,57,4.25,0.0,4.25,4.25
10,8,128,58,1.2857142857142858,0.0,1.2857142857142858,1.2857142857142858
10,8,128,59,3.7996913580246927,0.2928326032850774,2.933333333333333,4.333333333333333
10,8,128,60,1.24,0.03265986323710904,1.2,1.28
10,8,128,61,3.161010101010103,0.5361536235921665,1.3444444444444446,4.444444444444445
10,8,128,62,10.248062015503878,0.8401827759060948,7.0,11.0
10,8,128,63,5.681818181818182,0.0,5.681818181818182,5.681818181818182
10,8,128,64,1.4083333333333334,0.2887352689845069,1.0,1.8166666666666667
10,8,128,65,3.4887500000000005,0.5398030440715288,1.7333333333333334,4.666666666666667
10,8,128,66,2.888888888888889,0.0,2.888888888888889,2.888888888888889
10,8,128,67,4.647491638795983,1.0890541118905623,1.7,8.0
10,8,128,68,1.0,0.0,1.0,1.0
10,8,128,69,4.826086956521739,0.0,4.826086956521739,4.826086956521739
10,8,128,70,1.0,0.0,1.0,1.0
10,8,128,71,2.9444628859711215,1.0806728887821855,1.0,6.546153846153846
10,8,128,72,3.0829941081949626,0.990553280910224,1.0,6.85
10,8,128,73,1.1707390648567118,0.06738824497348156,1.0461538461538462,1.3846153846153846
10,8,128,74,1.0,0.0,1.0,1.0
